Vernier Format 2
run7.txt 10/10/2025 15:5:55
Run 1
Time	Position	Position	Velocity	Acceleration	Velocity	Acceleration	
T	P	P	V	A	V	A	
s	m	m	m/s	m/s^2	m/s	m/s^2	

0.00	0.302	0.286	-0.082	-0.191	-0.059	-0.117	
0.05	0.298	0.284	-0.090	-0.211	-0.064	-0.129	
0.10	0.293	0.280	-0.102	-0.230	-0.071	-0.133	
0.15	0.288	0.276	-0.114	-0.229	-0.078	-0.116	
0.20	0.282	0.273	-0.127	-0.189	-0.084	-0.084	
0.25	0.275	0.268	-0.134	-0.123	-0.087	-0.035	
0.30	0.268	0.264	-0.139	-0.049	-0.087	0.016	
0.35	0.261	0.259	-0.140	0.032	-0.085	0.064	
0.40	0.254	0.255	-0.135	0.096	-0.082	0.123	
0.45	0.248	0.251	-0.129	0.138	-0.073	0.179	
0.50	0.241	0.248	-0.122	0.190	-0.062	0.207	
0.55	0.235	0.245	-0.111	0.265	-0.051	0.221	
0.60	0.230	0.243	-0.096	0.339	-0.040	0.239	
0.65	0.226	0.241	-0.075	0.372	-0.028	0.267	
0.70	0.222	0.240	-0.056	0.363	-0.014	0.288	
0.75	0.220	0.239	-0.039	0.366	0.002	0.289	
0.80	0.219	0.240	-0.026	0.481	0.016	0.268	
0.85	0.216	0.241	0.009	0.585	0.029	0.235	
0.90	0.220	0.243	0.045	0.474	0.039	0.214	
0.95	0.222	0.245	0.057	0.341	0.050	0.203	
1.00	0.225	0.248	0.071	0.321	0.061	0.164	
1.05	0.229	0.251	0.089	0.317	0.067	0.117	
1.10	0.234	0.255	0.106	0.272	0.072	0.081	
1.15	0.240	0.258	0.117	0.212	0.075	0.042	
1.20	0.246	0.262	0.126	0.168	0.077	-0.008	
1.25	0.252	0.266	0.135	0.099	0.074	-0.055	
1.30	0.259	0.269	0.137	0.001	0.070	-0.089	
1.35	0.267	0.273	0.134	-0.083	0.066	-0.139	
1.40	0.273	0.276	0.127	-0.123	0.056	-0.188	
1.45	0.279	0.279	0.121	-0.150	0.046	-0.219	
1.50	0.285	0.281	0.114	-0.209	0.035	-0.246	
1.55	0.291	0.282	0.101	-0.274	0.021	-0.259	
1.60	0.295	0.283	0.085	-0.322	0.008	-0.249	
1.65	0.299	0.283	0.068	-0.359	-0.004	-0.237	
1.70	0.302	0.283	0.049	-0.388	-0.016	-0.223	
1.75	0.304	0.281	0.029	-0.406	-0.026	-0.206	
1.80	0.305	0.280	0.008	-0.408	-0.037	-0.189	
1.85	0.305	0.278	-0.012	-0.401	-0.045	-0.165	
1.90	0.304	0.275	-0.032	-0.391	-0.052	-0.154	
1.95	0.302	0.273	-0.052	-0.367	-0.061	-0.137	
2.00	0.299	0.269	-0.070	-0.333	-0.067	-0.095	
2.05	0.295	0.266	-0.085	-0.296	-0.071	-0.038	
2.10	0.290	0.262	-0.100	-0.252	-0.071	0.009	
2.15	0.285	0.259	-0.111	-0.203	-0.069	0.032	
2.20	0.279	0.255	-0.120	-0.156	-0.068	0.066	
2.25	0.273	0.252	-0.127	-0.096	-0.063	0.109	
2.30	0.266	0.249	-0.130	-0.022	-0.057	0.141	
2.35	0.259	0.246	-0.129	0.049	-0.049	0.178	
2.40	0.253	0.244	-0.124	0.104	-0.038	0.206	
2.45	0.247	0.242	-0.119	0.167	-0.028	0.218	
2.50	0.241	0.241	-0.109	0.245	-0.017	0.243	
2.55	0.236	0.240	-0.093	0.288	-0.004	0.274	
2.60	0.232	0.240	-0.079	0.309	0.011	0.278	
2.65	0.228	0.241	-0.063	0.347	0.026	0.250	
2.70	0.225	0.243	-0.044	0.387	0.036	0.221	
2.75	0.223	0.245	-0.023	0.402	0.047	0.203	
2.80	0.223	0.248	-0.003	0.401	0.057	0.175	
2.85	0.223	0.251	0.017	0.394	0.065	0.126	
2.90	0.225	0.254	0.037	0.374	0.070	0.074	
2.95	0.227	0.258	0.055	0.345	0.072	0.031	
3.00	0.230	0.262	0.072	0.305	0.072	0.002	
3.05	0.234	0.265	0.085	0.260	0.072	-0.013	
3.10	0.239	0.269	0.097	0.223	0.072	-0.050	
3.15	0.244	0.273	0.108	0.175	0.067	-0.104	
3.20	0.250	0.276	0.116	0.115	0.060	-0.129	
3.25	0.256	0.279	0.120	0.046	0.055	-0.154	
3.30	0.262	0.281	0.120	-0.028	0.046	-0.192	
3.35	0.268	0.283	0.117	-0.096	0.035	-0.220	
3.40	0.274	0.285	0.110	-0.154	0.024	-0.247	
3.45	0.279	0.286	0.101	-0.198	0.009	-0.259	
3.50	0.284	0.286	0.090	-0.233	-0.004	-0.241	
3.55	0.288	0.285	0.078	-0.269	-0.014	-0.228	
3.60	0.292	0.284	0.063	-0.301	-0.026	-0.226	
3.65	0.294	0.283	0.047	-0.326	-0.037	-0.218	
3.70	0.297	0.280	0.030	-0.346	-0.048	-0.201	
3.75	0.298	0.278	0.012	-0.353	-0.058	-0.167	
3.80	0.298	0.274	-0.005	-0.349	-0.065	-0.130	
3.85	0.297	0.271	-0.023	-0.333	-0.071	-0.104	
3.90	0.295	0.267	-0.039	-0.311	-0.076	-0.069	
3.95	0.293	0.264	-0.054	-0.292	-0.078	-0.024	
4.00	0.290	0.259	-0.069	-0.261	-0.078	0.020	
4.05	0.286	0.256	-0.081	-0.212	-0.076	0.060	
4.10	0.282	0.252	-0.089	-0.167	-0.073	0.110	
4.15	0.277	0.248	-0.098	-0.120	-0.065	0.157	
4.20	0.272	0.245	-0.102	-0.066	-0.055	0.173	
4.25	0.267	0.243	-0.104	-0.020	-0.048	0.196	
4.30	0.261	0.240	-0.104	0.025	-0.037	0.242	
4.35	0.256	0.239	-0.101	0.068	-0.022	0.262	
4.40	0.251	0.238	-0.098	0.128	-0.009	0.254	
4.45	0.246	0.238	-0.089	0.186	0.003	0.253	
4.50	0.242	0.239	-0.077	0.209	0.016	0.255	
4.55	0.239	0.240	-0.068	0.241	0.029	0.244	
4.60	0.235	0.241	-0.055	0.295	0.041	0.214	
4.65	0.233	0.244	-0.038	0.330	0.050	0.185	
4.70	0.232	0.246	-0.020	0.330	0.059	0.170	
4.75	0.231	0.250	-0.004	0.310	0.067	0.145	
4.80	0.231	0.253	0.011	0.288	0.074	0.105	
4.85	0.232	0.257	0.026	0.249	0.078	0.068	
4.90	0.234	0.261	0.036	0.198	0.081	0.033	
4.95	0.236	0.265	0.045	0.160	0.081	-0.005	
5.00	0.239	0.269	0.051	0.134	0.079	-0.033	
